server,hour,weekday,cpu,stopped
Server-4,18,0,77.45429535522061,0
Server-1,19,0,29.099214802645417,0
Server-2,19,0,23.736859297181528,1
Server-3,19,0,22.599655282741878,1
Server-4,19,0,10.094839422806107,0
Server-1,20,0,26.865050143283224,0
Server-2,20,0,24.939404759776124,1
Server-3,20,0,23.84465856675,1
Server-4,20,0,12.381975651042255,0
Server-1,21,0,8.77234173972563,0
Server-2,21,0,25.27153348343145,0
Server-3,21,0,26.899204474004364,0
Server-4,21,0,16.99164544557976,1
Server-1,22,0,12.007094844725234,0
Server-2,22,0,15.355442843376084,0
Server-3,22,0,5.324086348582298,1
Server-4,22,0,29.62578508656747,0
Server-1,23,0,29.258717006442346,1
Server-2,23,0,14.086082442104463,0
Server-3,23,0,6.190783258539415,0
Server-4,23,0,7.396916464298441,1
Server-1,0,1,20.02029428413192,1
Server-2,0,1,13.547685842625855,1
Server-3,0,1,18.781615593777346,1
Server-4,0,1,25.320368088349213,1
Server-1,1,1,17.534905076479305,1
Server-2,1,1,17.466224449544743,0
Server-3,1,1,19.181031464903683,0
Server-4,1,1,24.309696626550892,1
Server-1,2,1,2.711079865837087,1
Server-2,2,1,3.7855000653894066,1
Server-3,2,1,4.048998402239693,1
Server-4,2,1,1.4461273717508343,1
Server-1,3,1,1.2561890955098178,1
Server-2,3,1,1.0694955812128617,1
Server-3,3,1,4.874529225513839,1
Server-4,3,1,4.486732021897527,1
Server-1,4,1,3.115855668850506,1
Server-2,4,1,2.8369266070340498,1
Server-3,4,1,4.877964429000658,1
Server-4,4,1,4.711210579780333,1
Server-1,5,1,10.673278265950927,1
Server-2,5,1,6.910525893708115,1
Server-3,5,1,21.804097844437408,0
Server-4,5,1,15.046517534713573,1
Server-1,6,1,15.62057795591518,1
Server-2,6,1,28.67044947999642,1
Server-3,6,1,20.858340950972135,0
Server-4,6,1,13.241322493493627,0
Server-1,7,1,16.1047623371907,0
Server-2,7,1,19.9455277786861,1
Server-3,7,1,29.023515045561712,0
Server-4,7,1,15.593731872522522,0
Server-1,8,1,16.023340928464357,1
Server-2,8,1,18.08566920237701,1
Server-3,8,1,7.429027128869334,1
Server-4,8,1,14.698055778168344,0
Server-1,9,1,72.52886224394561,0
Server-2,9,1,61.286278342350116,0
Server-3,9,1,53.202154538561885,0
Server-4,9,1,61.6670536862688,0
Server-1,10,1,62.640769604070684,0
Server-2,10,1,60.45843629212807,0
Server-3,10,1,89.25256103366246,0
Server-4,10,1,80.45494956808545,0
Server-1,11,1,85.55030879557509,0
Server-2,11,1,50.18450701436054,0
Server-3,11,1,75.56833108683362,0
Server-4,11,1,86.10984558011555,0
Server-1,12,1,50.727024705576945,0
Server-2,12,1,44.83112433447883,0
Server-3,12,1,66.91786840050739,0
Server-4,12,1,51.89224895012863,0
Server-1,13,1,56.0775129055481,0
Server-2,13,1,54.799185571946225,0
Server-3,13,1,73.20101444657502,0
Server-4,13,1,71.66090750053198,0
Server-1,14,1,48.62532241905896,0
Server-2,14,1,45.29641879850759,0
Server-3,14,1,70.86684792281619,0
Server-4,14,1,67.35541149690562,0
Server-1,15,1,82.60262520020268,0
Server-2,15,1,50.93707483284452,0
Server-3,15,1,72.99225585683882,0
Server-4,15,1,53.8650206894234,0
Server-1,16,1,71.81849531548396,0
Server-2,16,1,69.93234494628308,0
Server-3,16,1,86.17425775911933,0
Server-4,16,1,67.86457900895729,0
Server-1,17,1,61.162923253061365,0
Server-2,17,1,86.91500923152465,0
Server-3,17,1,43.51611528469471,0
Server-4,17,1,42.942387424212406,0
Server-1,18,1,60.63188528142069,0
Server-2,18,1,63.67297080358827,0
Server-3,18,1,85.79302076928852,0
Server-4,18,1,51.164677794917786,0
Server-1,19,1,21.984895324267157,0
Server-2,19,1,6.9018650558558505,0
Server-3,19,1,6.374344090396032,0
Server-4,19,1,8.812993496200251,0
Server-1,20,1,22.30674295914524,1
Server-2,20,1,20.244666641332493,1
Server-3,20,1,5.203747553884134,1
Server-4,20,1,5.755848078554791,1
Server-1,21,1,24.466672001277942,1
Server-2,21,1,6.9911081234985755,1
Server-3,21,1,12.800423137832743,1
Server-4,21,1,28.98443927687801,1
Server-1,22,1,26.677701836575572,1
Server-2,22,1,11.402573001086967,1
Server-3,22,1,14.464166039964066,0
Server-4,22,1,25.59958447590581,0
Server-1,23,1,24.869607813029702,0
Server-2,23,1,22.90191557679006,0
Server-3,23,1,13.558486939837682,0
Server-4,23,1,6.145160384669225,0
Server-1,0,2,21.69353708785452,0
Server-2,0,2,22.731854911466357,1
Server-3,0,2,20.37829805945472,0
Server-4,0,2,11.248329856288828,1
Server-1,1,2,23.713202896130316,1
Server-2,1,2,9.673936721915457,1
Server-3,1,2,29.99637222572782,0
Server-4,1,2,8.369832231836028,1
Server-1,2,2,2.7839137285355022,1
Server-2,2,2,1.056624401633993,1
Server-3,2,2,1.5383644297818302,1
Server-4,2,2,4.539027853612517,1
Server-1,3,2,2.9778057954778103,1
Server-2,3,2,3.151107687842674,1
Server-3,3,2,1.793660052214586,1
Server-4,3,2,4.545403231349015,1
Server-1,4,2,4.914213953068627,1
Server-2,4,2,2.7262550774405163,1
Server-3,4,2,2.4540577359214435,1
Server-4,4,2,1.4873981784039332,1
Server-1,5,2,22.31437827153694,1
Server-2,5,2,12.804261291152942,0
Server-3,5,2,9.785719836463596,1
Server-4,5,2,11.474688761271164,0
Server-1,6,2,29.759232212513194,1
Server-2,6,2,8.463209642465827,0
Server-3,6,2,26.62830299669887,0
Server-4,6,2,22.585672742822307,0
Server-1,7,2,26.985166597962184,0
Server-2,7,2,6.473260004285443,1
Server-3,7,2,17.59650288086694,0
Server-4,7,2,21.633972926905432,0
Server-1,8,2,10.274139043318415,0
Server-2,8,2,24.940388294867144,1
Server-3,8,2,5.189233875068092,1
Server-4,8,2,7.815872866810773,1
Server-1,9,2,48.24922621883535,0
Server-2,9,2,68.95164003208387,0
Server-3,9,2,53.76499439839117,0
Server-4,9,2,83.13757437605001,0
Server-1,10,2,60.18170379038405,0
Server-2,10,2,49.0092052597889,0
Server-3,10,2,42.79606674021121,0
Server-4,10,2,41.79253603807595,0
Server-1,11,2,40.131704766868644,0
Server-2,11,2,46.372891987425206,0
Server-3,11,2,82.68057982241376,0
Server-4,11,2,80.03282309252852,0
Server-1,12,2,68.08894790210138,0
Server-2,12,2,73.08135131271995,0
Server-3,12,2,61.822375025552226,0
Server-4,12,2,64.38430949846253,0
Server-1,13,2,82.23513118365972,0
Server-2,13,2,46.739741229219646,0
Server-3,13,2,51.746919117269606,0
Server-4,13,2,71.51245363681979,0
Server-1,14,2,76.68503237969577,0
Server-2,14,2,61.261541407091315,0
Server-3,14,2,51.31739615744784,0
Server-4,14,2,85.08602267319182,0
Server-1,15,2,46.535285563050635,0
Server-2,15,2,75.50681190605654,0
Server-3,15,2,68.22225999609563,0
Server-4,15,2,73.63693137894515,0
Server-1,16,2,52.26708002982901,0
Server-2,16,2,48.035486471301766,0
Server-3,16,2,51.634352441318406,0
Server-4,16,2,65.82453639290256,0
Server-1,17,2,78.51890969625742,0
Server-2,17,2,43.129142820241334,0
Server-3,17,2,76.42176488871891,0
Server-4,17,2,42.871234752139955,0
Server-1,18,2,41.419160888353524,0
Server-2,18,2,75.52564456059068,0
Server-3,18,2,64.13902526196046,0
Server-4,18,2,68.62395499888257,0
Server-1,19,2,22.453875069303393,1
Server-2,19,2,6.621346335878279,0
Server-3,19,2,16.873097758548415,1
Server-4,19,2,20.669661078999475,1
Server-1,20,2,8.109848029101542,0
Server-2,20,2,11.155847693794827,1
Server-3,20,2,19.315759748974415,0
Server-4,20,2,9.37832205429531,1
Server-1,21,2,16.6934292199249,0
Server-2,21,2,17.533259308926482,1
Server-3,21,2,7.122396773407962,0
Server-4,21,2,27.271870736254503,0
Server-1,22,2,5.365894809254249,0
Server-2,22,2,23.937670513522633,1
Server-3,22,2,21.264662739650895,0
Server-4,22,2,10.420500366535444,0
Server-1,23,2,12.101501691544353,1
Server-2,23,2,17.90592438616393,1
Server-3,23,2,29.843001639023157,0
Server-4,23,2,27.634137358768566,1
Server-1,0,3,25.510851895745454,1
Server-2,0,3,5.572496597664701,0
Server-3,0,3,13.091050923903456,0
Server-4,0,3,16.834174395410507,0
Server-1,1,3,23.782363991498435,0
Server-2,1,3,6.4749252432950195,0
Server-3,1,3,7.896708388268223,1
Server-4,1,3,9.917878162363445,1
Server-1,2,3,2.8397093535104747,1
Server-2,2,3,1.4077964832350096,1
Server-3,2,3,3.539641455915568,1
Server-4,2,3,3.2606875945445375,1
Server-1,3,3,2.904009570657871,1
Server-2,3,3,1.2546293321941056,1
Server-3,3,3,1.2153994229602127,1
Server-4,3,3,4.180706629928297,1
Server-1,4,3,2.665539172097327,1
Server-2,4,3,4.912042814022444,1
Server-3,4,3,3.751014672639745,1
Server-4,4,3,2.6810228147586885,1
Server-1,5,3,21.34522763932293,1
Server-2,5,3,14.783750724501052,1
Server-3,5,3,20.366598188333935,1
Server-4,5,3,25.14188992281053,1
Server-1,6,3,7.025142572812655,0
Server-2,6,3,7.768280582112909,1
Server-3,6,3,21.492814830330747,1
Server-4,6,3,9.309473491131413,0
Server-1,7,3,11.5743181208019,1
Server-2,7,3,13.168871095558572,0
Server-3,7,3,17.666615068682585,1
Server-4,7,3,24.005450788810332,1
Server-1,8,3,27.806765376125192,1
Server-2,8,3,6.377197300321825,1
Server-3,8,3,18.62517528482128,0
Server-4,8,3,10.909956525813225,1
Server-1,9,3,86.79375248967314,0
Server-2,9,3,87.59881365942456,0
Server-3,9,3,53.43486876550507,0
Server-4,9,3,41.698399912299145,0
Server-1,10,3,49.26473738449022,0
Server-2,10,3,71.05959073553527,0
Server-3,10,3,80.7171191482534,0
Server-4,10,3,41.69760255152018,0
Server-1,11,3,74.6202944521568,0
Server-2,11,3,77.90087542521101,0
Server-3,11,3,69.68190810895466,0
Server-4,11,3,75.28179317214521,0
Server-1,12,3,51.35260322887984,0
Server-2,12,3,74.53367238121305,0
Server-3,12,3,51.31534668653357,0
Server-4,12,3,76.39828387133377,0
Server-1,13,3,57.504739633267896,0
Server-2,13,3,75.91788857546987,0
Server-3,13,3,65.24542703536564,0
Server-4,13,3,87.53930173420295,0
Server-1,14,3,72.755248957438,0
Server-2,14,3,58.149377353841246,0
Server-3,14,3,58.16240316853506,0
Server-4,14,3,63.940215804668895,0
Server-1,15,3,61.96224310512331,0
Server-2,15,3,77.99089784708023,0
Server-3,15,3,88.90272102758973,0
Server-4,15,3,60.11867136669825,0
Server-1,16,3,69.55192908042875,0
Server-2,16,3,71.0734798256408,0
Server-3,16,3,62.03482873727555,0
Server-4,16,3,43.74904927092889,0
Server-1,17,3,66.0687317272995,0
Server-2,17,3,46.008011711006915,0
Server-3,17,3,72.00049735123926,0
Server-4,17,3,82.79711425048225,0
Server-1,18,3,59.11321677345811,0
Server-2,18,3,44.57633282798823,0
Server-3,18,3,74.69924222069378,0
Server-4,18,3,55.89025971647483,0
Server-1,19,3,11.900884475459993,1
Server-2,19,3,12.66233554650013,0
Server-3,19,3,21.41238740110581,1
Server-4,19,3,13.831937043362581,0
Server-1,20,3,18.808416043377026,0
Server-2,20,3,15.050652596737367,0
Server-3,20,3,16.63007100276315,0
Server-4,20,3,19.379663835179656,0
Server-1,21,3,16.216664500221825,1
Server-2,21,3,16.55813977179035,0
Server-3,21,3,26.355578532691815,0
Server-4,21,3,23.365408866045,1
Server-1,22,3,16.323496233112532,0
Server-2,22,3,26.75385718296979,0
Server-3,22,3,20.639794754985992,1
Server-4,22,3,16.158994428838916,1
Server-1,23,3,21.20014045465662,0
Server-2,23,3,15.591304836481507,0
Server-3,23,3,8.25994925759565,0
Server-4,23,3,29.30343090797502,0
Server-1,0,4,10.376078236967599,0
Server-2,0,4,21.180475940853377,1
Server-3,0,4,6.040436733065395,0
Server-4,0,4,10.622972239758173,0
Server-1,1,4,23.458371207943962,1
Server-2,1,4,6.635576746788573,1
Server-3,1,4,19.965979114690892,0
Server-4,1,4,20.661541932436734,1
Server-1,2,4,3.674169475830194,1
Server-2,2,4,4.189980322345026,1
Server-3,2,4,1.4057801134971761,1
Server-4,2,4,1.617908739321542,1
Server-1,3,4,1.6376856746425354,1
Server-2,3,4,2.8064609919037617,1
Server-3,3,4,4.76928274977068,1
Server-4,3,4,2.8792865649883193,1
Server-1,4,4,3.4412167079099696,1
Server-2,4,4,3.777744884815244,1
Server-3,4,4,1.76396282796303,1
Server-4,4,4,3.406325850174568,1
Server-1,5,4,12.015129974788827,0
Server-2,5,4,5.317119167335764,0
Server-3,5,4,26.79592481802888,0
Server-4,5,4,26.24466649468406,1
Server-1,6,4,22.903756544358107,0
Server-2,6,4,20.758088183916055,0
Server-3,6,4,6.3144804966654355,1
Server-4,6,4,9.148732562551025,0
Server-1,7,4,19.6979063258022,0
Server-2,7,4,18.864400559986453,1
Server-3,7,4,13.509041063338444,0
Server-4,7,4,11.734946867261662,1
Server-1,8,4,14.930651539187856,0
Server-2,8,4,12.501104903702599,1
Server-3,8,4,13.928725093854977,0
Server-4,8,4,10.691682704698461,1
Server-1,9,4,74.47523656091003,0
Server-2,9,4,76.19792042654186,0
Server-3,9,4,76.10415420148944,0
Server-4,9,4,68.07198031026667,0
Server-1,10,4,49.86378026088957,0
Server-2,10,4,59.20512586864255,0
Server-3,10,4,44.33204975410861,0
Server-4,10,4,80.20198054975818,0
Server-1,11,4,56.572545254353265,0
Server-2,11,4,59.384754223005174,0
Server-3,11,4,75.91671246861222,0
Server-4,11,4,60.313969268470856,0
Server-1,12,4,40.0104901573392,0
Server-2,12,4,52.57419571887076,0
Server-3,12,4,46.78536335998475,0
Server-4,12,4,54.15982962184862,0
Server-1,13,4,45.4284583070124,0
Server-2,13,4,55.4123270814667,0
Server-3,13,4,88.82188490444403,0
Server-4,13,4,45.27087172051452,0
Server-1,14,4,80.98052919126478,0
Server-2,14,4,77.41630283159944,0
Server-3,14,4,46.179746414314224,0
Server-4,14,4,83.34721126307804,0
Server-1,15,4,76.4103945826727,0
Server-2,15,4,63.281355074114614,0
Server-3,15,4,75.73113627965114,0
Server-4,15,4,55.740919205338024,0
Server-1,16,4,72.10240329699934,0
Server-2,16,4,78.79312615269478,0
Server-3,16,4,88.56422990753123,0
Server-4,16,4,54.21349288790951,0
Server-1,17,4,68.71574960862863,0
Server-2,17,4,58.76182301201342,0
Server-3,17,4,47.34777537729394,0
Server-4,17,4,71.0149682364898,0
Server-1,18,4,67.56189504406656,0
Server-2,18,4,43.316033188876425,0
Server-3,18,4,66.98195559304403,0
Server-4,18,4,76.62751590383442,0
Server-1,19,4,29.378572264463855,1
Server-2,19,4,23.479693539400962,1
Server-3,19,4,17.80578751212342,0
Server-4,19,4,8.462404246342812,0
Server-1,20,4,18.381841004143826,1
Server-2,20,4,9.517822933576145,1
Server-3,20,4,12.377540369984569,1
Server-4,20,4,19.582898861791598,0
Server-1,21,4,11.146315630465754,1
Server-2,21,4,10.723987372988345,0
Server-3,21,4,11.47341666940546,1
Server-4,21,4,13.133652645940199,0
Server-1,22,4,15.802398748134683,1
Server-2,22,4,6.745923986739859,1
Server-3,22,4,11.941766014338473,0
Server-4,22,4,7.85576576986101,0
Server-1,23,4,18.799909426884344,0
Server-2,23,4,10.152709668508393,1
Server-3,23,4,22.5001399265998,0
Server-4,23,4,22.894025750338837,1
Server-1,0,5,7.946837577346684,1
Server-2,0,5,15.212992276067254,0
Server-3,0,5,18.369484581475355,1
Server-4,0,5,15.614988945758858,0
Server-1,1,5,27.01125199901647,1
Server-2,1,5,23.37507456111141,0
Server-3,1,5,16.35650098766417,1
Server-4,1,5,22.706073875147737,1
Server-1,2,5,1.849788428241749,1
Server-2,2,5,3.3567265297853193,1
Server-3,2,5,2.0507972275563087,1
Server-4,2,5,3.0473715766105247,1
Server-1,3,5,2.288913065174681,1
Server-2,3,5,4.860609344391712,1
Server-3,3,5,4.884137793906556,1
Server-4,3,5,3.8733361830548567,1
Server-1,4,5,2.5909003578742085,1
Server-2,4,5,2.3930361490876795,1
Server-3,4,5,2.4678168180145312,1
Server-4,4,5,3.962146103316066,1
Server-1,5,5,29.745531158029628,1
Server-2,5,5,9.426366872828229,0
Server-3,5,5,17.992997955407546,1
Server-4,5,5,8.65085465983212,1
Server-1,6,5,25.850578011857113,0
Server-2,6,5,17.179162764690822,1
Server-3,6,5,27.244813842046575,0
Server-4,6,5,7.368043017262614,0
Server-1,7,5,12.368710635934516,0
Server-2,7,5,19.960914331392985,1
Server-3,7,5,19.137150070084466,1
Server-4,7,5,9.282959855834786,1
Server-1,8,5,22.206328992814075,1
Server-2,8,5,14.461792545162675,1
Server-3,8,5,5.565448804296468,1
Server-4,8,5,27.45175468789578,1
Server-1,9,5,53.98964319187525,0
Server-2,9,5,79.61921158230662,0
Server-3,9,5,50.43431207745047,0
Server-4,9,5,70.10330645193878,0
Server-1,10,5,57.20687161050695,0
Server-2,10,5,77.33196612399523,0
Server-3,10,5,43.68904649091534,0
Server-4,10,5,74.60701306526266,0
Server-1,11,5,42.31487032372296,0
Server-2,11,5,44.250013019838605,0
Server-3,11,5,69.36884469538882,0
Server-4,11,5,78.5555481241773,0
Server-1,12,5,41.03058944329599,0
Server-2,12,5,74.72617185865101,0
Server-3,12,5,62.27197717307227,0
Server-4,12,5,72.0318399808074,0
Server-1,13,5,50.68719816204143,0
Server-2,13,5,82.06784904957127,0
Server-3,13,5,68.10155961086242,0
Server-4,13,5,66.47944239811349,0
Server-1,14,5,46.369082285430295,0
Server-2,14,5,45.48328354107747,0
Server-3,14,5,45.059401327062425,0
Server-4,14,5,51.16383052572471,0
Server-1,15,5,58.48671424646274,0
Server-2,15,5,43.997282206951354,0
Server-3,15,5,50.10532001487894,0
Server-4,15,5,87.6515840675664,0
Server-1,16,5,82.97148560260935,0
Server-2,16,5,41.59308526179813,0
Server-3,16,5,87.54415299307277,0
Server-4,16,5,78.41598500874109,0
Server-1,17,5,58.84054314018374,0
Server-2,17,5,59.89919846011642,0
Server-3,17,5,47.693583450220274,0
Server-4,17,5,50.830910456125316,0
Server-1,18,5,82.49735465367851,0
Server-2,18,5,79.71529778747714,0
Server-3,18,5,58.94856190759893,0
Server-4,18,5,67.2042662944537,0
Server-1,19,5,12.959827213705498,0
Server-2,19,5,29.719607881779243,0
Server-3,19,5,10.100838012332964,0
Server-4,19,5,8.844084652935761,0
Server-1,20,5,23.89011144089046,1
Server-2,20,5,23.83263681511835,0
Server-3,20,5,17.439483207956954,1
Server-4,20,5,25.294343348009683,0
Server-1,21,5,22.019248386160285,1
Server-2,21,5,5.480517994694554,1
Server-3,21,5,14.217334826778275,0
Server-4,21,5,23.081115207005162,0
Server-1,22,5,14.38483499930746,0
Server-2,22,5,13.690648763936585,0
Server-3,22,5,23.064502415752642,0
Server-4,22,5,29.0348165522369,1
Server-1,23,5,15.040612714247887,0
Server-2,23,5,14.701551459034508,0
Server-3,23,5,19.117311253340425,1
Server-4,23,5,29.074139171209705,0
Server-1,0,6,19.053073405062705,0
Server-2,0,6,24.038892623837558,0
Server-3,0,6,23.44613872220129,0
Server-4,0,6,27.83664226369413,0
Server-1,1,6,23.85663132331656,1
Server-2,1,6,6.162067149234334,1
Server-3,1,6,25.604952638229474,1
Server-4,1,6,15.843317039572502,0
Server-1,2,6,2.4798706100273304,1
Server-2,2,6,4.09924153958433,1
Server-3,2,6,3.799086736898279,1
Server-4,2,6,4.402948537370459,1
Server-1,3,6,4.565358383904355,1
Server-2,3,6,3.2379785886280725,1
Server-3,3,6,3.055488621399802,1
Server-4,3,6,3.4181972557625806,1
Server-1,4,6,1.8451324197123138,1
Server-2,4,6,3.862392352066868,1
Server-3,4,6,4.537286776689019,1
Server-4,4,6,2.806192226451739,1
Server-1,5,6,29.081561245755196,0
Server-2,5,6,22.84490700596399,1
Server-3,5,6,14.625637627387276,0
Server-4,5,6,27.401988213057184,0
Server-1,6,6,24.053819517590405,1
Server-2,6,6,7.869096898597021,0
Server-3,6,6,18.615788629825012,1
Server-4,6,6,29.953024429234738,0
Server-1,7,6,9.291852104350678,0
Server-2,7,6,29.9592947053676,0
Server-3,7,6,28.03475529230054,0
Server-4,7,6,25.374645565150622,0
Server-1,8,6,25.430406792732228,1
Server-2,8,6,21.14037898200697,0
Server-3,8,6,9.201137179143355,1
Server-4,8,6,25.491045428614015,1
Server-1,9,6,79.8204074157724,0
Server-2,9,6,72.50374085350879,0
Server-3,9,6,60.782050865250255,0
Server-4,9,6,72.6381826136865,0
Server-1,10,6,76.0536675040235,0
Server-2,10,6,60.65239254549208,0
Server-3,10,6,82.12846979701703,0
Server-4,10,6,54.20940584093591,0
Server-1,11,6,58.686435350237616,0
Server-2,11,6,70.30901243078297,0
Server-3,11,6,49.72490025064571,0
Server-4,11,6,64.95822160462343,0
Server-1,12,6,81.69838828756609,0
Server-2,12,6,42.851030619106886,0
Server-3,12,6,63.78753446687154,0
Server-4,12,6,78.18584813152853,0
Server-1,13,6,67.49997686663666,0
Server-2,13,6,65.19371251233662,0
Server-3,13,6,62.92891750144142,0
Server-4,13,6,57.59633314510948,0
Server-1,14,6,64.51120962071951,0
Server-2,14,6,76.63187894358211,0
Server-3,14,6,42.083912819258494,0
Server-4,14,6,61.18113183018995,0
Server-1,15,6,49.76812177059386,0
Server-2,15,6,49.92449184303574,0
Server-3,15,6,78.35799678197264,0
Server-4,15,6,46.523491321488926,0
Server-1,16,6,45.55132624234713,0
Server-2,16,6,44.39795702182333,0
Server-3,16,6,61.10841045192442,0
Server-4,16,6,56.404998603660275,0
Server-1,17,6,60.805825086019325,0
Server-2,17,6,46.48216026651248,0
Server-3,17,6,54.32806766231573,0
Server-4,17,6,71.17792213543018,0
Server-1,18,6,40.03083701877739,0
Server-2,18,6,42.70432370202715,0
Server-3,18,6,42.552059957382966,0
Server-4,18,6,44.969375930945354,0
Server-1,19,6,21.97959567284221,0
Server-2,19,6,17.989706825693396,1
Server-3,19,6,12.886766411708651,1
Server-4,19,6,17.91114067066991,0
Server-1,20,6,7.219322093179857,0
Server-2,20,6,16.9768636255115,0
Server-3,20,6,27.9490633363157,0
Server-4,20,6,12.857117219785778,0
Server-1,21,6,7.948788448962053,0
Server-2,21,6,22.35362012268808,0
Server-3,21,6,11.774871321278788,1
Server-4,21,6,10.434243661959362,1
Server-1,22,6,16.846337836301124,0
Server-2,22,6,17.12703019017689,0
Server-3,22,6,26.088180609035557,1
Server-4,22,6,14.992975022175457,0
Server-1,23,6,16.595954308329333,1
Server-2,23,6,23.243433302657035,1
Server-3,23,6,17.465172718681046,0
Server-4,23,6,6.3865307420699855,0
Server-1,0,0,27.037181118365098,0
Server-2,0,0,21.858649698617405,0
Server-3,0,0,10.188458007186759,0
Server-4,0,0,13.112367109547177,0
Server-1,1,0,29.301765268107705,1
Server-2,1,0,23.74753123778524,0
Server-3,1,0,28.395647147045185,1
Server-4,1,0,10.100984261726765,0
Server-1,2,0,3.9620700182893214,1
Server-2,2,0,3.7508903973888152,1
Server-3,2,0,3.2925537943961234,1
Server-4,2,0,3.0500925434667483,1
Server-1,3,0,3.967996329899368,1
Server-2,3,0,3.7967764468512937,1
Server-3,3,0,3.5098976914325943,1
Server-4,3,0,3.4987633970952676,1
Server-1,4,0,2.0788533661734157,1
Server-2,4,0,1.0172952934466335,1
Server-3,4,0,4.501179965070788,1
Server-4,4,0,3.302908355073527,1
Server-1,5,0,15.189688721362788,1
Server-2,5,0,19.67093959779035,1
Server-3,5,0,12.79153330357519,1
Server-4,5,0,22.179725604000758,0
Server-1,6,0,24.80584210754444,1
Server-2,6,0,19.07236091070808,0
Server-3,6,0,25.25474122504697,1
Server-4,6,0,20.238333352691328,1
Server-1,7,0,27.19709512624738,1
Server-2,7,0,21.585152196203783,0
Server-3,7,0,20.06948320277437,1
Server-4,7,0,14.739611974871146,1
Server-1,8,0,29.09518002002994,0
Server-2,8,0,20.713606133219372,0
Server-3,8,0,27.960847553566737,0
Server-4,8,0,21.465337762930766,0
Server-1,9,0,76.36537513202761,0
Server-2,9,0,84.08059170010816,0
Server-3,9,0,50.61409111787616,0
Server-4,9,0,89.01729615368035,0
Server-1,10,0,74.60386969045123,0
Server-2,10,0,48.542333589593646,0
Server-3,10,0,73.26390891675553,0
Server-4,10,0,65.92678049264447,0
Server-1,11,0,69.57632845419658,0
Server-2,11,0,48.62204727791027,0
Server-3,11,0,41.251411959572145,0
Server-4,11,0,81.9059172451567,0
Server-1,12,0,78.98339313902775,0
Server-2,12,0,73.07028248909768,0
Server-3,12,0,76.10206893124618,0
Server-4,12,0,60.91819577133154,0
Server-1,13,0,85.05746366574301,0
Server-2,13,0,48.551486467732815,0
Server-3,13,0,83.46283941814399,0
Server-4,13,0,50.02766910161993,0
Server-1,14,0,68.40851911234182,0
Server-2,14,0,81.57877649233615,0
Server-3,14,0,49.267180358662046,0
Server-4,14,0,83.01793031528433,0
